1999,USA Howard Hamlin / Mike Martin,USA Bruce Edwards / David Shelton,USA Barney Harris / Jesse Falsone
2000,USA Mike Martin / Stephen Bourdow,USA Howard Hamlin / Peter Alarie,USA Bruce Edwards / David Shelton
2001,USA Howard Hamlin / Mike Martin,USA Tyler Moore / Alarie,USA Macy Nelson / Jesse Falsone
2005,USA Tyler Moore / Nelson,USA Mike Holt / Carl Smit,USA Mike Martin / Jesse Falsone
2006,USA Mike Martin , USA Nick Adamson ,USA Kevin Taugher,,
2007,USA Ethan Bixby / Erik Boothe,Niemcy / Boris Herrmann / Julien Kleiner,USA Tyler Moore / Jesse Falsone
2009,USA Mike Martin / Jeffrey Nelson,USA Nick Adamson / Stephen Bourdow,USA Howard Hamlin / Peter Alarie
2010,USA Augie Diaz / Parry Barclay,USA Parker Shin / Douglas McKeigh,USA Mike Martin / Jesse Falsone
2011,USA Tyler Moore / Geoff Ewenson,USA Jesse Falsone / Mike Holt,USA Ethan Bixby / Chris Brady
2013,USA Mark Zagol / Drew Buttner,USA Augie Diaz / Tom Fink,USA Parker Shin / Jesse Falsone
2014,USA Howard Hamlin / Andrew Zinn,USA Mike Martin / Adam Lowry,USA Mike Holt / Carl Smit
2015,USA Howard Hamlin / Andrew Zinn,USA Ethan Bixby / Chris Brady,USA Mike Holt / Carl Smit
2016,USA Riley Gibbs / Reeve Dunne,USA Howard Hamlin / Jeffrey Nelson,USA Tyler Moore / Rob Woelfel
2017,USA Howard Hamlin / Andrew Zinn,USA Chris Behm / Jesse Falsone,USA Edward Conrads / Jeffrey Nelson
2018,USA Mike Martin / Adam Lowry,USA Howard Hamlin / Andrew Zinn,USA Edward Conrads / Jeffrey Nelson
2019,USA Mike Martin / Adam Lowry,USA Howard Hamlin / Russell Clark,USA Mike Holt / Carl Smit
2020,,,
2021,USA Mike Martin / Adam Lowry,USA Mike Holt / Carl Smit,USA Nic Baird / Eric Anderson
2022,USA Mike Martin / Adam Lowry,USA Stuart McNay / Caleb Paine,USA Nic Baird / Eric Anderson
2023,USA Mike Martin / Adam Lowry,USA Eric Anderson<br / Nic Baird,GBR Nathan Batchelor / Sam Pascoe
