2005,Charzykowy,POL Włodzimierz Radwaniecki,,
2011,Brodno Wielkie,POL Arkadiusz Sendelewski,POL Kamil Ortyl,POL Filip Pietrzak
2012,Brodno Wielkie,POL Tymon Sadowski/POL Kacper Olszewski/POL Jacek Zalewski,POL Krzysztof Małecki/POL Michał Kubuj/POL Patryk Wojtkiewicz,POL Arkadiusz Sendlewski/POL Piotr Sutkowski/POL Adam Kominek
2013,Brodno Wielkie,POL Tymon Sadowski/POL Kacper Olszewski/POL Jacek Zalewski,POL Tomasz Micewicz/POL Jakub Klimek,POL Maja Remizowicz/POL Piotr Sutkowski/POL Michał Ruciński,,
2014,Brodno Wielkie,POL Krzysztof Małecki/POL Patryk Wojtkiewicz/POL Bartłomiej Banasik,POL Paweł Górski/POL Filip Lewandowski/POL Maciej Przybytek,POL Sławomir Plichta/POL Patryk Płotka/POL Mikołaj Gielniak,,
2015,Brodno Wielkie,POL Krzysztof Małecki/POL Patryk Wojtkiewicz/POL Bartłomiej Banasik,POL Piotr Małecki/POL Mieszko Murawski/POL Rafał Kuszka,POL Sławomir Plichta/POL Patryk Płotka/POL Mikołaj Gielniak,,
2016,Brodno Wielkie,POL Igor Tarasiuk,POL Tomasz Micewicz,POL Mikołaj Benesiewicz
