2022,POL Robert Graczyk,POL Mikołaj Chłopek,POL Gustaw Micinski
2023,POL Robert Graczyk,POL Michal Korneszczuk,POL Maciej Żarnowski
2024,POL Maciej Żarnowski,POL Mikołaj Chłopek,POL Łukasz Machowski
