2015 , CZE Petr Storch / Tomaś Palkovsky , CZE Kamil Kotek / Zbynek Zanker , POL Ireneusz Pierwoła-Górski / Tyszkiewicz Piotr 
2016 , CZE Petr Storch / Tomaś Palkovsky , POL Maciej Rokosz / Piotr Tyszkiewicz , POL Jacek Tyszkiewicz / Katarzyna Sobieraj 
2017 , CZE Jiri Hrudy / Roman Houdek , CZE Petr Storch / Tomaś Palkovsky , CZE Otokat Klainer / Zbynek Zanter
2018 , CZE Jiri Hrudy / Roman Houdek , HUN Janos Ziegler / Balazs Czeizel , DEU Markus von Lepel / Herrmann Nils
2019,GER,Markus von Lepel/Joshua von Lepel,Markus von Lepel,POL Paweł Żebrowski/Maciej Żebrowski, CZE Ondrej Suchomel/Luka Spesek
