Politechnika Gdańska,Tymon Sadowski,Kacper Olszewski,Jacek Zalewski
Procad,Tomasz Micewicz,Jakub Klimek
YKP Stoczni Gdańskiej,Maja Remizowicz,Piotr Sutkowski,Michał Ruciński
,Paweł Górski
,Michał Markiewicz
,Patryk Richter
,Kamil Ortyl
,Jan Domański
,Arkadiusz Sendlewski
,Katarzyna Szwankowska
